reg_id,add_id,email_guid,sent_at,subject,full_text,r,email url,order confirmation,shipping confirmation,delivery notification
6417,7582,2353929e-a256-be18-a9ec-6debc89940de,1/16/17 17:55,Customer account confirmation,"BOOM by Cindy Joseph Welcome to BOOM by Cindy Joseph! You've activated your customer account. Next time you shop with us, log in for faster checkout. Visit our store If you have any questions, reply to this email or contact us at info@boombycindyjoseph.com",1,https://www.mailcharts.com/emails/2353929e-a256-be18-a9ec-6debc89940de,,,
6417,7582,2353929e-a256-be18-a9ec-6debc89940de,1/16/17 17:55,Customer account confirmation,"BOOM by Cindy Joseph Welcome to BOOM by Cindy Joseph! You've activated your customer account. Next time you shop with us, log in for faster checkout. Visit our store If you have any questions, reply to this email or contact us at info@boombycindyjoseph.com",2,https://www.mailcharts.com/emails/2353929e-a256-be18-a9ec-6debc89940de,,,
6417,7582,6b784eb6-ae02-3667-7690-bd920539dac4,1/16/17 17:58,Order #279487 Confirmed,No HTML version.,3,https://www.mailcharts.com/emails/6b784eb6-ae02-3667-7690-bd920539dac4,1,,
6417,7582,6b784eb6-ae02-3667-7690-bd920539dac4,1/16/17 17:58,Order #279487 Confirmed,No HTML version.,4,https://www.mailcharts.com/emails/6b784eb6-ae02-3667-7690-bd920539dac4,1,,
6417,7582,81b9ebb8-63ac-b59d-2124-87c09865c687,1/16/17 17:58,Special Video Message From Cindy!,"BOOM! by Cindy Joseph: It's about women. It's about beauty. It's about time. Hi Cindy here, I made thisÂ very special video to welcome you into BOOM'sÂ pro-Â­age community.Â Click on the video to say Hello. Click Here to Watch My Special Video Thank You for your purchase! Your order will ship in 3-Â­5 business days, and we willÂ send you a shipping receipt as soon as it leaves ourÂ warehouse. It has been my dream to belong to a community of womenÂ who are excited about life and ready to celebrate theirÂ natural beauty. And Iâ€™m really looking forward to sharing my best beauty adviceÂ with you! If you have any questions or need assistance, the BOOMÂ team would love to help! Our customer advocates areÂ standing by for your phone call, email or live chat. My sincerest thanks, Cindy Joseph It's aboutÂ women. It's aboutÂ beauty. It's aboutÂ time. Email: Info@BoomByCindyJoseph.com Phone:Â (929) 266-2100 Click Here To Watch The Video Follow Us Facebook Twitter Pinterest Google+ Instagram YouTube BOOM! by Cindy Joseph 101 South Highland Ave Nyack, New York 10960 Thank you for supporting BOOM! by Cindy Joseph. We strive to provide a community for women who are excited about life and ready to celebrate their natural beauty. Your participation is what fuels the Pro-Age Revolution. We are a family-run business, and emails are a crucial way for us to contact our friends and fans. We regularly provide coupons, free content, and updates on Cindy and BOOM. If you would like to unsubscribe, click here. Or you can tell us how we can improve your experience in the BOOM community by clicking here. From Cindy and everyone at BOOM, thanks for your support!",5,https://www.mailcharts.com/emails/81b9ebb8-63ac-b59d-2124-87c09865c687,,,
6417,7582,81b9ebb8-63ac-b59d-2124-87c09865c687,1/16/17 17:58,Special Video Message From Cindy!,"BOOM! by Cindy Joseph: It's about women. It's about beauty. It's about time. Hi Cindy here, I made thisÂ very special video to welcome you into BOOM'sÂ pro-Â­age community.Â Click on the video to say Hello. Click Here to Watch My Special Video Thank You for your purchase! Your order will ship in 3-Â­5 business days, and we willÂ send you a shipping receipt as soon as it leaves ourÂ warehouse. It has been my dream to belong to a community of womenÂ who are excited about life and ready to celebrate theirÂ natural beauty. And Iâ€™m really looking forward to sharing my best beauty adviceÂ with you! If you have any questions or need assistance, the BOOMÂ team would love to help! Our customer advocates areÂ standing by for your phone call, email or live chat. My sincerest thanks, Cindy Joseph It's aboutÂ women. It's aboutÂ beauty. It's aboutÂ time. Email: Info@BoomByCindyJoseph.com Phone:Â (929) 266-2100 Click Here To Watch The Video Follow Us Facebook Twitter Pinterest Google+ Instagram YouTube BOOM! by Cindy Joseph 101 South Highland Ave Nyack, New York 10960 Thank you for supporting BOOM! by Cindy Joseph. We strive to provide a community for women who are excited about life and ready to celebrate their natural beauty. Your participation is what fuels the Pro-Age Revolution. We are a family-run business, and emails are a crucial way for us to contact our friends and fans. We regularly provide coupons, free content, and updates on Cindy and BOOM. If you would like to unsubscribe, click here. Or you can tell us how we can improve your experience in the BOOM community by clicking here. From Cindy and everyone at BOOM, thanks for your support!",6,https://www.mailcharts.com/emails/81b9ebb8-63ac-b59d-2124-87c09865c687,,,
6417,7582,fae1e475-6bc4-d7c0-63f9-9348f717108e,1/18/17 0:26,A shipment from order #279487 is on the way,"BOOM by Cindy Joseph Order #279487 Your order is on the way Your order is on the way to you. Track your shipment to see the delivery status. View your order or Visit our store Items in this shipment BOOM MASKÂ Ã—Â 1 2oz If you have any questions, reply to this email or contact us at info@boombycindyjoseph.com",7,https://www.mailcharts.com/emails/fae1e475-6bc4-d7c0-63f9-9348f717108e,,1,
6417,7582,fae1e475-6bc4-d7c0-63f9-9348f717108e,1/18/17 0:26,A shipment from order #279487 is on the way,"BOOM by Cindy Joseph Order #279487 Your order is on the way Your order is on the way to you. Track your shipment to see the delivery status. View your order or Visit our store Items in this shipment BOOM MASKÂ Ã—Â 1 2oz If you have any questions, reply to this email or contact us at info@boombycindyjoseph.com",8,https://www.mailcharts.com/emails/fae1e475-6bc4-d7c0-63f9-9348f717108e,,1,
6417,7582,73f3d643-dd59-fdcd-ad41-1a2de3ec4198,1/18/17 11:30,Tour Cindy's House?,"BOOM! by Cindy Joseph: It's about women. It's about beauty. It's about time. Hello again! I have aÂ very special invitationÂ for you:Â Come tour my beautifulÂ Dutch Victorian home! Click Here to Take a Tour of My House! It was right here in my beautiful 118 year old DutchÂ­ Victorian that this crazy idea of BOOM and the Pro-Â­Age Revolution began. And until today no one in our BOOM Community has ever been inside it! So follow me by clicking below, and weâ€™ll start your Grande Tour in the garden. Come See My Paradise! (And if you have any questions about your order, just let us byÂ phone or email.) Cindy Joseph It's aboutÂ women. It's aboutÂ beauty. It's aboutÂ time. Email: Info@BoomByCindyJoseph.com Phone: (929) 266-2100 Click Here To Tour My House Follow Us Facebook Twitter Pinterest Google+ Instagram YouTube BOOM! by Cindy Joseph 101 South Highland Ave Nyack, New York 10960 Thank you for supporting BOOM! by Cindy Joseph. We strive to provide a community for women who are excited about life and ready to celebrate their natural beauty. Your participation is what fuels the Pro-Age Revolution. We are a family-run business, and emails are a crucial way for us to contact our friends and fans. We regularly provide coupons, free content, and updates on Cindy and BOOM. If you would like to unsubscribe, click here. Or you can tell us how we can improve your experience in the BOOM community by clicking here. From Cindy and everyone at BOOM, thanks for your support!",9,https://www.mailcharts.com/emails/73f3d643-dd59-fdcd-ad41-1a2de3ec4198,,,
6417,7582,73f3d643-dd59-fdcd-ad41-1a2de3ec4198,1/18/17 11:30,Tour Cindy's House?,"BOOM! by Cindy Joseph: It's about women. It's about beauty. It's about time. Hello again! I have aÂ very special invitationÂ for you:Â Come tour my beautifulÂ Dutch Victorian home! Click Here to Take a Tour of My House! It was right here in my beautiful 118 year old DutchÂ­ Victorian that this crazy idea of BOOM and the Pro-Â­Age Revolution began. And until today no one in our BOOM Community has ever been inside it! So follow me by clicking below, and weâ€™ll start your Grande Tour in the garden. Come See My Paradise! (And if you have any questions about your order, just let us byÂ phone or email.) Cindy Joseph It's aboutÂ women. It's aboutÂ beauty. It's aboutÂ time. Email: Info@BoomByCindyJoseph.com Phone: (929) 266-2100 Click Here To Tour My House Follow Us Facebook Twitter Pinterest Google+ Instagram YouTube BOOM! by Cindy Joseph 101 South Highland Ave Nyack, New York 10960 Thank you for supporting BOOM! by Cindy Joseph. We strive to provide a community for women who are excited about life and ready to celebrate their natural beauty. Your participation is what fuels the Pro-Age Revolution. We are a family-run business, and emails are a crucial way for us to contact our friends and fans. We regularly provide coupons, free content, and updates on Cindy and BOOM. If you would like to unsubscribe, click here. Or you can tell us how we can improve your experience in the BOOM community by clicking here. From Cindy and everyone at BOOM, thanks for your support!",10,https://www.mailcharts.com/emails/73f3d643-dd59-fdcd-ad41-1a2de3ec4198,,,
6441,7606,d8deadba-f695-0e36-cb14-b0b2b0d9776c,1/16/17 18:37,get our best-selling leggings 2 for $24!,"today only: get 2 for $24 leggings! shop now add fabletics@e-mail.fabletics.com to your address book view online Fabletics My Outfits Tops Bottoms Mens Accessories Today Only: Get Your First Outfit For $10 Get Fabletics Now Facebook Twitter Pinterest Instagram YouTube Google+ Refer a Friend Fabletics | 800 Apollo St., El Segundo, CA 90245 You are receiving this email because you signed up for personalized matches from Fabletics.com. *Discount applies off your first purchase when you enroll as a Fabletics VIP member. Offer cannot be applied to previous purchases or the purchase of gift cards and cannot be redeemed for cash. Terms of offer are subject to change. *Free shipping is available for all orders over $49.95 shipped to destinations within the contiguous United States. A flat-rate shipping charge of $4.95 will be applied to orders under $49.95.Orders bound for Alaska, Hawaii, APO/FPO and U.S. Territory addresses are subject to a $9 shipping charge each way. Orders bound for Australia will incur a flat rate charge of $9.95 USD except for first time orders placed as a new VIP member, which will have a shipping rate charge of $5.95 USD. If you would like to exchange an item, please return the item and place a new order. New orders are subject to our standard shipping rates. Visit our Shipping & Returns page for more information about our shipping and return policies. Upon enrollment in the VIP Membership Program, if you do not make a purchase or Skip This Month between the 1st and 5th of the month, your credit card will be charged $49.95 USD for a member credit on the 6th until you cancel. You may cancel at any time by calling 1-844-322-5384. When you join our VIP Program, youâ€™ll get exclusive access to discounted prices and VIP perks, including a selection of new outfits every month and up to 50% off regular prices. Exchanges and refunds in the form of store credit are always free. This notice is an advertisement from Fabletics.com about a better way to shop for athleticwear for the workout and beyond. Ensure you receive future messages by adding fabletics@e-mail.fabletics.com to your address book. For additional assistance, contact us. Unsubscribe | Manage Email Preferences | Privacy Policy",1,https://www.mailcharts.com/emails/d8deadba-f695-0e36-cb14-b0b2b0d9776c,,,
6441,7606,28641efc-e877-9a6f-d859-3da537299270,1/16/17 18:56,Fabletics - Order Confirmation #398058306,"thanks for your order! add fabletics@e-mail.fabletics.com to your address book view online Fabletics My Outfits Tops Bottoms Mens Accessories Your Order Will Be Processed Shortly ORDER SUMMARY January 16, 2017 SHIPPING ADDRESS MailCharts Ipsum 175 Main St Frnt 2 New York, NY 00000 BILLING ADDRESS MailCharts Ipsum 175 Main Street New York, NY 00000 ORDER: #398058306 The 4 Size: Pack Hair Ties Color: MIDNIGHT MULTI Qty:1 $5.95 SUBTOTAL: $5.95 USD Shipping: $4.95 USD Tax: $0.00 USD TOTAL: $10.90 USD Facebook Twitter Pinterest Instagram YouTube Google+ Refer a Friend Fabletics | 800 Apollo St., El Segundo, CA 90245 You are receiving this email because you signed up for personalized matches from Fabletics.com. *Free shipping is available for all orders over $49.95 shipped to destinations within the contiguous United States. A flat-rate shipping charge of $4.95 will be applied to orders under $49.95.Orders bound for Alaska, Hawaii, APO/FPO and U.S. Territory addresses are subject to a $9 shipping charge each way. Orders bound for Australia will incur a flat rate charge of $9.95 USD except for first time orders placed as a new VIP member, which will have a shipping rate charge of $5.95 USD. If you would like to exchange an item, please return the item and place a new order. New orders are subject to our standard shipping rates. Visit our Shipping & Returns page for more information about our shipping and return policies. Upon enrollment in the VIP Membership Program, if you do not make a purchase or Skip This Month between the 1st and 5th of the month, your credit card will be charged $49.95 USD for a member credit on the 6th until you cancel. You may cancel at any time by calling 1-844-322-5384. When you join our VIP Program, youâ€™ll get exclusive access to discounted prices and VIP perks, including a selection of new outfits every month and up to 50% off regular prices. Exchanges and refunds in the form of store credit are always free. This notice is an advertisement from Fabletics.com about a better way to shop for athleticwear for the workout and beyond. Ensure you receive future messages by adding fabletics@e-mail.fabletics.com to your address book. For additional assistance, contact us. Unsubscribe | Manage Email Preferences | Privacy Policy",2,https://www.mailcharts.com/emails/28641efc-e877-9a6f-d859-3da537299270,1,,
6441,7606,5b8a9857-086b-f62f-cedd-fbda8726e505,1/17/17 9:08,your order is on its way!,"your fabletics order has shipped! add fabletics@e-mail.fabletics.com to your address book view online Fabletics My Outfits Tops Bottoms Mens Accessories Your Order Will Be Fulfilled Within 24 Hours Great news, Lorem, Your order is on its way. You may track your order here. If you are unable to access the link above, go directly to FedEx and use this Tracking Number: 74899997996482574005. You can also review your order and obtain tracking information by visiting the Order History section of your account. Questions? See our FAQ's or contact us here. See you soon, The Fabletics Team ORDER SUMMARY SHIPPING ADDRESS MailCharts Ipsum 175 Main St Frnt 2 New York, NY 00000 BILLING ADDRESS MailCharts Ipsum 175 Main Street Floor 2 New York, NY 00000 ORDER: #398058306 The 4 Size:Pack Hair Ties Color:MIDNIGHT MULTI AC1510209-4770-14000 Facebook Twitter Pinterest Instagram YouTube Google+ Refer a Friend Fabletics | 800 Apollo St., El Segundo, CA 90245 You are receiving this email because you signed up for personalized matches from Fabletics.com. *Free shipping is available for all orders over $49.95 shipped to destinations within the contiguous United States. A flat-rate shipping charge of $4.95 will be applied to orders under $49.95.Orders bound for Alaska, Hawaii, APO/FPO and U.S. Territory addresses are subject to a $9 shipping charge each way. Orders bound for Australia will incur a flat rate charge of $9.95 USD except for first time orders placed as a new VIP member, which will have a shipping rate charge of $5.95 USD. If you would like to exchange an item, please return the item and place a new order. New orders are subject to our standard shipping rates. Visit our Shipping & Returns page for more information about our shipping and return policies. Upon enrollment in the VIP Membership Program, if you do not make a purchase or Skip This Month between the 1st and 5th of the month, your credit card will be charged $49.95 USD for a member credit on the 6th until you cancel. You may cancel at any time by calling 1-844-322-5384. When you join our VIP Program, youâ€™ll get exclusive access to discounted prices and VIP perks, including a selection of new outfits every month and up to 50% off regular prices. Exchanges and refunds in the form of store credit are always free. This notice is an advertisement from Fabletics.com about a better way to shop for athleticwear for the workout and beyond. Ensure you receive future messages by adding fabletics@e-mail.fabletics.com to your address book. For additional assistance, contact us. Unsubscribe | Manage Email Preferences | Privacy Policy",3,https://www.mailcharts.com/emails/5b8a9857-086b-f62f-cedd-fbda8726e505,,1,
6441,7606,fcd53093-2bd3-8ce3-18c4-8c56c93592eb,1/30/17 19:02,donâ€™t forget to review your recent fabletics purchase!,"rate your new fabletics purchase add fabletics@e-mail.fabletics.com to your address book view online Fabletics My Outfits Tops Bottoms Mens Accessories Share Your Opinion, Earn Points Hi Lorem, We'd love to hear what you think about your recent purchase. Become a VIP Member, and you'll earn 20 Fabletics Reward Points for your review. Already a VIP? Once you accumulate 300+ points you're eligible to earn free gear on us! Submit A Review See you soon, The Fabletics Team Explore Fabletics Shop Womens Shop Mens Instagram Facebook Blog Pinterest YouTube Twitter Snapchat Refer a Friend Fabletics | 800 Apollo St., El Segundo, CA 90245 You are receiving this email because you signed up for personalized matches from Fabletics.com. *Free shipping is available for all orders over $49.95 shipped to destinations within the contiguous United States. A flat-rate shipping charge of $4.95 will be applied to orders under $49.95.Orders bound for Alaska, Hawaii, APO/FPO and U.S. Territory addresses are subject to a $9 shipping charge each way. Orders bound for Australia will incur a flat rate charge of $9.95 USD except for first time orders placed as a new VIP member, which will have a shipping rate charge of $5.95 USD. If you would like to exchange an item, please return the item and place a new order. New orders are subject to our standard shipping rates. Visit our Shipping & Returns page for more information about our shipping and return policies. Upon enrollment in the VIP Membership Program, if you do not make a purchase or Skip This Month between the 1st and 5th of the month, your credit card will be charged $49.95 USD for a member credit on the 6th until you cancel. You may cancel at any time by calling 1-844-322-5384. When you join our VIP Program, youâ€™ll get exclusive access to discounted prices and VIP perks, including a selection of new outfits every month and up to 50% off regular prices. Exchanges and refunds in the form of store credit are always free. This notice is an advertisement from Fabletics.com about a better way to shop for athleticwear for the workout and beyond. Ensure you receive future messages by adding fabletics@e-mail.fabletics.com to your address book. For additional assistance, contact us. Unsubscribe | Manage Email Preferences | Privacy Policy",4,https://www.mailcharts.com/emails/fcd53093-2bd3-8ce3-18c4-8c56c93592eb,,,
